bookID,,,,names,,,,,,,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan b. Qubays,وأبو منصور بن زريق,Abu Bakr al-Khatib,ابن بشران,الحسين بن صفوان,Abu Bakr Muhammad b. Shuja',Abu 'Amr b. Manda,Abu Muhammad b. Yawa,Abu al-Hasan al-Lubnani,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan b. Qubays,Abu 'Amr b. Manda,الحسن بن محمد,Ahmad b. Muhammad b. 'Umar,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan b. Qubays,Abu 'Amr b. Manda,الحسن بن محمد,Ahmad b. Muhammad b. 'Umar,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan b. Qubays,Abu Mansur b. Zariq,Abu Bakr al-Khatib,أبن بشران,الحسين بن صفوان,Abu Bakr Muhammad b. Shuja',Abu 'Amr b. Manda,al-Hasan b. Muhammad b. Ahmad,أبو الحسن الكتاني,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan b. Qubays,أبو منصور بن خيرون,Abu Bakr al-Khatib,Abu Muhammad al-Jawhari,Abu Ghalib,Abu Muhammad al-Jawhari,Abu 'Umar b. Hayawayya,Ahmad b. Ma'ruf,al-Husayn b. Fahm,Muhammad b. Sa'd,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan b. Qubays,وأبو منصور,أبو بكر,أبو خازم بن الفراء,الحسين بن علي بن أبي أسامة,أبو عمران بن الأشيب,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan b. Qubays,Abu Mansur b. Zariq,أبو بكر الحافظ,ابن بشران,الحسين بن صفوان,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan 'Ali b. Ahmad,أبو منصور بن رزيق,Abu Bakr al-Khatib,ابن بشران,الحسين بن صفوان,Abu Bakr Muhammad b. Shuja',Abu 'Amr b. Manda,Abu Muhammad b. Yawa,Ahmad b. Muhammad b. 'Umar,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan 'Ali b. Ahmad,أبو منصور محمد بن عبد الملك,Abu Bakr al-Khatib,ابن بشران,الحسين بن صفوان,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan 'Ali b. Ahmad,أبو منصور بن خيرون,أبو بكر أحمد بن علي,أبو الحسين بن بشران,الحسين بن صفوان,Abu Bakr Muhammad b. Shuja',Abu 'Amr b. Manda,الحسن بن محمد,Abu al-Hasan al-Lubnani,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,
JK_000916,,,,Abu al-Hasan 'Ali b. Ahmad,أبو منصور محمد بن عبد الملك,Abu Bakr al-Khatib,أبو الحسين بن بشران,الحسين بن صفوان,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Husayn al-Lanbani,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو الحسين بن الطيوري,أبو الحسن العتيقي,أبي الحسن الدارقطني,عمر بن الحسن الشيباني,al-Harith b. Abi Usama,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو الحسين بن النقور,Isa b. 'Ali,عبدالله بن محمد,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو العباس أحمد بن سلامة بن عبيد الله القاضي,أبو بكر محمد بن أحمد ابن الحسن بن ماجة الأبهري,أبو جعفر أحمد بن محمد بن المرزبان,أبو جعفر محمد ابن إبراهيم بن يحيى بن الحكم الحزوري,أبو عمر الدوري حفص بن عمر الأزدي,عبد الله بن عبد الرحمن,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو الفتح أحمد بن عقيل بن محمد بن أحمد بن رافع,أبي أبو الفضل,Abu al-Qasim b. al-Samarqandi,أبو محمد عبيد الله بن إبراهيم المعروف بابن كبيبة النجار,أبو بكر محمد بن عبد الرحمن القطان,خيثمة بن سليمان,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو الفتح يوسف بن عبد الواحد,شجاع بن علي,أبو عبد الله بن منده,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم إسماعيل بن أحمد,أحمد بن محمد بن النقور,Isa b. 'Ali,عبد الله بن محمد البغوي,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم الشحامي,أبو بكر البيهقي,أبو عبد الله الحافظ,أبو الحسين محمد بن أحمد بن تميم الأصم,al-Husayn b. Fahm,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم العلوي,أبو الحسن المقرئ,أبو محمد المصري,أبو بكر الدينوري,al-Harith b. Abi Usama,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم العلوي,Abu Bakr al-Khatib,أبو القاسم الأزهري,علي ابن عمر الحافظ,عبد الله بن إسحاق بن إبراهيم,al-Harith b. Abi Usama,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم النسيب,Abu Bakr al-Khatib,علي بن محمد بن عبد الله بن بشران المعدل,الحسين بن صفوان البرذعي,عبد الله بن محمد بن أبي الدنيا,Abu Bakr Muhammad b. Shuja',Abu 'Amr b. Manda,Abu Muhammad b. Yawa,Abu al-Hasan al-Lanbani,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم النسيب,Risha' b. Nazif,الحسن بن إسماعيل,أحمد بن مروان,al-Harith b. Abi Usama,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم بن أبي الأشعث,أبو الحسين البزار,Isa b. 'Ali,عبد الله بن محمد,علي بن مسلم الطوسي,عبد الصمد بن عبد الوارث,حماد,ابن سلمة,علي بن زيد,أنس وسعيد بن المسيب,إن ابن عمر شهد بدرا,Abu 'Abd Allah al-Balkhi,أبو الحسين الطيوري,أبو الحسن العتيقي,أبو الحسن الدارقطني إجازة,عمر بن الحسن الشيباني,al-Harith b. Abi Usama,Muhammad b. Sa'd,محمد بن عمر,حاتم بن إسماعيل,حماد بن سلمة,علي بن زيد,ابن المسيب,ابن عمر
JK_000916,,,,أبو القاسم بن أبي الجن,وأبو منصور القزاز,أبو بكر أحمد بن علي,Abu Muhammad al-Jawhari,Abu 'Umar b. Hayawayya,Ahmad b. Ma'ruf,al-Husayn b. Fahm,Muhammad b. Sa'd,,,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم بن الحصين,أبو طالب بن غيلان,أبو بكر الشافعي إملاء,جعفر بن محمد بن الأزهري أبو أحمد,محمد بن خالد بن عبدالله الطحان,إبراهيم بن سعد,صالح بن كيسان,الزهري,عبدالحميد بن عبدالرحمن,Muhammad b. Sa'd,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم بن الحصين,أبو علي التميمي,أبو بكر بن حمدان,عبد الله بن أحمد,علي بن حكيم الأودي,شريك,أبو بكر بن أبي شيبة,Muhammad b. Sa'd,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim b. al-Samarqandi,أبو الفضل بن البقال,أبو الحسن بن الحمامي,إبراهيم بن أحمد بن الحسن,إبراهيم بن أبي أمية,نوح بن حبيب,عطاء الخراساني بن ميسرة,Abu Ghalib,Abu Muhammad al-Jawhari,Abu 'Umar b. Hayawayya,Ahmad b. Ma'ruf,al-Husayn b. Fahm,Muhammad b. Sa'd,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim b. al-Samarqandi,أبو منصور بن عبدالعزيز,أبو الحسين بن بشران,عمر بن الحسن بن علي بن مالك الأشناني,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim b. al-Samarqandi,أبو الحسين بن النقور,Isa b. 'Ali,عبدالله بن محمد البغوي,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim b. al-Samarqandi,أبو الحسين بن النقور,Isa b. 'Ali,البغوي,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim b. al-Samarqandi,أبو الحسين بن النقور,Isa b. 'Ali,عبد الله بن محمد,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,,
JK_000916,,,,أبو القاسم بن علي بن إبراهيم العلوي,Risha' b. Nazif,الحسن بن إسماعيل,أحمد بن مروان,عبد الله بن محمد بن أبي الدنيا,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim 'Ali b. Ibrahim,Abu Bakr al-Khatib,أبو القاسم الأزهري,علي بن عمر الحافظ,عبد الله بن إسحاق بن إبراهيم,al-Harith b. Abi Usama,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim 'Ali b. Ibrahim,Abu Bakr al-Khatib,أبو القاسم عبيد الله بن أحمد بن عثمان الصرفي,Abu Bakr Muhammad b. 'Abd al-Baqi,Abu Muhammad al-Jawhari,أبو عمر محمد بن العباس الخزاز,Sulayman b. Ishaq,al-Harith b. Abi Usama,Muhammad b. Sa'd,,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim 'Ali b. Ibrahim,Abu Bakr al-Khatib,أبو حازم محمد بن الحسين بن محمد الفراء,الحسين بن علي الحلبي,أبو عمران بن الأشيب,أبو بكر بن محمد بن شجاع,Abu 'Amr b. Manda,الحسن بن محمد,Ahmad b. Muhammad b. 'Umar,Abu Bakr b. Abi Dunya,Muhammad b. Sa'd,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim 'Ali b. Ibrahim,Abu Bakr al-Khatib,علي بن محمد بن عبد الله المعدل,أبو علي الحسين بن صفوان البردعي,Abu Bakr Muhammad b. Shuja',Abu 'Amr b. Manda,Abu Muhammad b. Yawa,أبو الحسن أحمد بن محمد بن عمر اللبناني,عبد الله بن محمد بن أبي الدنيا,Muhammad b. Sa'd,,,,,,,,,,,,,,
JK_000916,,,,Abu al-Qasim 'Ali b. Ibrahim,Risha' b. Nazif,الحسن بن إسماعيل,أحمد بن مروان,al-Harith b. Abi Usama,Muhammad b. Sa'd,,,,,,,,,,,,,,,,,,
